player_id,recent_team,season,week,opponent_team,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,fantasy_points,fantasy_points_ppr,fumbles,2pt
00-0025708,MIA,2011,13,LV,162.0,1,0.0,22.0,1,0,0.0,0,18.68,18.68,0.0,0
00-0025708,MIA,2011,14,PHI,95.0,1,1.0,1.0,0,0,0.0,0,3.9,3.9,1.0,0
00-0025708,MIA,2011,15,BUF,217.0,2,0.0,0.0,0,0,0.0,0,14.68,14.68,1.0,0
00-0025708,MIA,2011,16,NE,281.0,3,1.0,-8.0,0,0,0.0,0,18.44,18.44,1.0,0
00-0025708,MIA,2011,17,NYJ,135.0,1,2.0,-1.0,0,0,0.0,0,5.3,5.3,0.0,0
00-0025749,ARI,2011,5,MIN,22.0,0,1.0,0.0,0,0,0.0,0,-1.12,-1.12,0.0,0
00-0025749,ARI,2011,11,SF,64.0,1,0.0,9.0,0,0,0.0,0,7.46,7.46,0.0,0
00-0025860,NE,2011,1,MIA,0.0,0,0.0,34.0,1,0,0.0,0,9.4,9.4,0.0,0
00-0025860,NE,2011,2,LAC,0.0,0,0.0,70.0,1,1,5.0,0,13.5,14.5,0.0,0
00-0025860,NE,2011,3,BUF,0.0,0,0.0,18.0,0,0,0.0,0,1.8,1.8,0.0,0
00-0025860,NE,2011,4,LV,0.0,0,0.0,75.0,1,1,9.0,0,14.4,15.4,0.0,0
00-0025860,NE,2011,5,NYJ,0.0,0,0.0,136.0,2,1,13.0,0,26.9,27.9,0.0,0
00-0025860,NE,2011,6,DAL,0.0,0,0.0,58.0,0,1,11.0,0,6.9,7.9,0.0,0
00-0025860,NE,2011,8,PIT,0.0,0,0.0,9.0,0,0,0.0,0,0.9,0.9,0.0,0
00-0025860,NE,2011,9,NYG,0.0,0,0.0,52.0,0,1,11.0,0,6.3,7.3,0.0,0
00-0025860,NE,2011,10,NYJ,0.0,0,0.0,8.0,0,0,0.0,0,0.8,0.8,0.0,0
00-0025860,NE,2011,11,KC,0.0,0,0.0,81.0,0,1,25.0,0,10.6,11.6,0.0,0
00-0025860,NE,2011,12,PHI,0.0,0,0.0,44.0,2,0,0.0,0,16.4,16.4,0.0,0
00-0025860,NE,2011,13,IND,0.0,0,0.0,14.0,1,0,0.0,0,7.4,7.4,0.0,0
00-0025860,NE,2011,14,WAS,0.0,0,0.0,19.0,0,0,0.0,0,1.9,1.9,0.0,0
00-0025860,NE,2011,15,DEN,0.0,0,0.0,17.0,1,2,32.0,0,10.9,12.9,0.0,0
00-0025860,NE,2011,16,MIA,0.0,0,0.0,10.0,0,0,0.0,0,1.0,1.0,0.0,0
00-0025860,NE,2011,17,BUF,0.0,0,0.0,22.0,2,1,53.0,0,19.5,20.5,0.0,0
00-0025970,CHI,2011,12,LV,254.0,2,3.0,50.0,0,0,0.0,0,17.16,17.16,0.0,0
00-0025970,CHI,2011,13,KC,133.0,0,3.0,3.0,0,0,0.0,0,-0.38,-0.38,0.0,0
00-0025970,CHI,2011,14,DEN,115.0,0,0.0,11.0,0,0,0.0,0,5.7,5.7,0.0,0
00-0025970,CHI,2011,15,SEA,111.0,1,3.0,34.0,0,0,0.0,0,5.84,5.84,0.0,0
00-0026000,MIA,2011,1,NE,0.0,0,0.0,0.0,0,5,92.0,0,9.2,14.2,0.0,0
00-0026000,MIA,2011,2,HOU,0.0,0,0.0,0.0,0,2,42.0,0,4.2,6.2,0.0,0
00-0026000,MIA,2011,3,CLE,0.0,0,0.0,0.0,0,5,52.0,0,5.2,10.2,0.0,0
00-0026000,MIA,2011,4,LAC,0.0,0,0.0,0.0,0,3,21.0,0,2.1,5.1,0.0,0
00-0026000,MIA,2011,6,NYJ,0.0,0,0.0,0.0,0,2,21.0,0,0.1,2.1,1.0,0
00-0026000,MIA,2011,7,DEN,0.0,0,0.0,0.0,0,7,52.0,0,5.2,12.2,0.0,0
00-0026000,MIA,2011,8,NYG,0.0,0,0.0,0.0,0,3,43.0,0,4.3,7.3,0.0,0
00-0026000,MIA,2011,9,KC,0.0,0,0.0,0.0,0,1,0.0,0,0.0,1.0,0.0,0
00-0026000,MIA,2011,10,WAS,0.0,0,0.0,0.0,0,4,37.0,0,3.7,7.7,0.0,0
00-0026000,MIA,2011,11,BUF,0.0,0,0.0,0.0,0,2,25.0,1,8.5,10.5,0.0,0
00-0026000,MIA,2011,12,DAL,0.0,0,0.0,0.0,0,2,29.0,0,2.9,4.9,0.0,0
00-0026000,MIA,2011,13,LV,0.0,0,0.0,0.0,0,4,27.0,1,8.7,12.7,0.0,0
00-0026000,MIA,2011,14,PHI,0.0,0,0.0,0.0,0,2,12.0,0,-0.8,1.2,1.0,0
00-0026000,MIA,2011,15,BUF,0.0,0,0.0,9.0,0,0,0.0,0,0.9,0.9,0.0,0
00-0026000,MIA,2011,16,NE,0.0,0,0.0,0.0,0,3,39.0,1,9.9,12.9,0.0,0
00-0026000,MIA,2011,17,NYJ,0.0,0,0.0,0.0,0,6,45.0,0,4.5,10.5,0.0,0
00-0026008,NYJ,2011,2,JAX,0.0,0,0.0,0.0,0,2,8.0,0,0.8,2.8,0.0,0
00-0026008,NYJ,2011,3,LV,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0026008,NYJ,2011,5,NE,0.0,0,0.0,0.0,0,1,4.0,0,0.4,1.4,0.0,0
00-0026008,NYJ,2011,7,LAC,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0026008,NYJ,2011,13,WAS,0.0,0,0.0,0.0,0,1,5.0,0,0.5,1.5,0.0,0
00-0026008,NYJ,2011,17,MIA,0.0,0,0.0,0.0,0,1,41.0,0,4.1,5.1,0.0,0
00-0026019,NE,2011,1,MIA,0.0,0,0.0,69.0,0,1,6.0,0,7.5,8.5,0.0,0
00-0026019,NE,2011,2,LAC,0.0,0,0.0,12.0,0,2,15.0,0,4.7,6.7,0.0,1
00-0026019,NE,2011,3,BUF,0.0,0,0.0,21.0,0,3,20.0,0,4.1,7.1,0.0,0
00-0026019,NE,2011,4,LV,0.0,0,0.0,13.0,0,0,0.0,0,1.3,1.3,0.0,0
00-0026019,NE,2011,6,DAL,0.0,0,0.0,7.0,0,2,22.0,0,2.9,4.9,0.0,0
00-0026019,NE,2011,9,NYG,0.0,0,0.0,26.0,0,3,34.0,0,6.0,9.0,0.0,0
00-0026019,NE,2011,10,NYJ,0.0,0,0.0,38.0,0,1,6.0,0,4.4,5.4,0.0,0
00-0026019,NE,2011,11,KC,0.0,0,0.0,27.0,0,2,28.0,0,5.5,7.5,0.0,0
00-0026019,NE,2011,12,PHI,0.0,0,0.0,20.0,0,0,0.0,0,2.0,2.0,0.0,0
00-0026019,NE,2011,13,IND,0.0,0,0.0,12.0,0,0,0.0,0,1.2,1.2,0.0,0
00-0026019,NE,2011,14,WAS,0.0,0,0.0,41.0,0,1,4.0,0,4.5,5.5,0.0,0
00-0026019,NE,2011,15,DEN,0.0,0,0.0,40.0,1,1,12.0,0,11.2,12.2,0.0,0
00-0026019,NE,2011,16,MIA,0.0,0,0.0,20.0,0,0,0.0,0,2.0,2.0,0.0,0
00-0026019,NE,2011,17,BUF,0.0,0,0.0,5.0,0,2,10.0,0,3.5,5.5,0.0,1
00-0026029,TB,2011,1,DET,0.0,0,0.0,0.0,0,1,9.0,0,0.9,1.9,0.0,0
00-0026029,TB,2011,3,ATL,0.0,0,0.0,0.0,0,1,4.0,0,0.4,1.4,0.0,0
00-0026029,TB,2011,4,IND,0.0,0,0.0,0.0,0,3,25.0,0,2.5,5.5,0.0,0
00-0026029,TB,2011,5,SF,0.0,0,0.0,7.0,0,1,4.0,0,1.1,2.1,0.0,0
00-0026029,TB,2011,6,NO,0.0,0,0.0,13.0,0,0,0.0,0,1.3,1.3,0.0,0
00-0026029,TB,2011,7,CHI,0.0,0,0.0,15.0,0,6,37.0,0,5.2,11.2,0.0,0
00-0026029,TB,2011,9,NO,0.0,0,0.0,7.0,0,4,31.0,0,3.8,7.8,0.0,0
00-0026029,TB,2011,10,HOU,0.0,0,0.0,31.0,0,5,30.0,0,6.1,11.1,0.0,0
00-0026029,TB,2011,11,GB,0.0,0,0.0,0.0,0,1,8.0,0,0.8,1.8,0.0,0
00-0026029,TB,2011,12,TEN,0.0,0,0.0,3.0,0,3,10.0,0,1.3,4.3,0.0,0
00-0026029,TB,2011,13,CAR,0.0,0,0.0,1.0,0,0,0.0,0,0.1,0.1,0.0,0
00-0026029,TB,2011,14,JAX,0.0,0,0.0,4.0,0,2,18.0,0,2.2,4.2,0.0,0
00-0026029,TB,2011,15,DAL,0.0,0,0.0,0.0,0,5,50.0,0,5.0,10.0,0.0,0
00-0026029,TB,2011,16,CAR,0.0,0,0.0,24.0,0,4,38.0,0,6.2,10.2,0.0,0
00-0026029,TB,2011,17,ATL,0.0,0,0.0,0.0,0,5,27.0,0,2.7,7.7,0.0,0
00-0026033,ATL,2011,10,NO,0.0,0,0.0,0.0,0,2,8.0,0,0.8,2.8,0.0,0
00-0026035,LA,2011,1,PHI,0.0,0,0.0,0.0,0,5,45.0,0,4.5,9.5,0.0,0
00-0026069,LAC,2011,1,MIN,0.0,0,0.0,35.0,1,9,58.0,2,27.3,36.3,0.0,0
00-0026069,LAC,2011,2,NE,0.0,0,0.0,10.0,0,8,73.0,0,6.3,14.3,1.0,0
00-0026069,LAC,2011,3,KC,0.0,0,0.0,19.0,0,3,24.0,0,4.3,7.3,0.0,0
00-0026069,LAC,2011,4,MIA,0.0,0,0.0,17.0,1,5,51.0,0,12.8,17.8,0.0,0
00-0026069,LAC,2011,5,DEN,0.0,0,0.0,24.0,0,3,25.0,0,4.9,7.9,0.0,0
00-0026069,LAC,2011,7,NYJ,0.0,0,0.0,58.0,1,0,0.0,0,11.8,11.8,0.0,0
00-0026069,LAC,2011,9,GB,0.0,0,0.0,83.0,1,4,59.0,0,20.2,24.2,0.0,0
00-0026069,LAC,2011,10,LV,0.0,0,0.0,36.0,0,5,37.0,0,7.3,12.3,0.0,0
00-0026069,LAC,2011,11,CHI,0.0,0,0.0,14.0,0,5,24.0,0,3.8,8.8,0.0,0
00-0026069,LAC,2011,12,DEN,0.0,0,0.0,44.0,0,3,19.0,0,6.3,9.3,0.0,0
00-0026069,LAC,2011,13,JAX,0.0,0,0.0,24.0,1,0,0.0,0,8.4,8.4,0.0,0
00-0026069,LAC,2011,14,BUF,0.0,0,0.0,21.0,1,0,0.0,0,8.1,8.1,0.0,0
00-0026069,LAC,2011,15,BAL,0.0,0,0.0,40.0,1,2,18.0,0,11.8,13.8,0.0,0
00-0026069,LAC,2011,16,DET,0.0,0,0.0,7.0,0,6,32.0,0,3.9,9.9,0.0,0
00-0026069,LAC,2011,17,LV,0.0,0,0.0,58.0,1,1,13.0,0,13.1,14.1,0.0,0
00-0026072,NO,2011,4,JAX,0.0,0,0.0,1.0,1,0,0.0,0,6.1,6.1,0.0,0
00-0026072,NO,2011,5,CAR,0.0,0,0.0,0.0,0,1,1.0,1,6.1,7.1,0.0,0
00-0026072,NO,2011,6,TB,0.0,0,0.0,0.0,0,1,3.0,0,0.3,1.3,0.0,0
00-0026072,NO,2011,7,IND,0.0,0,0.0,1.0,1,0,0.0,0,6.1,6.1,0.0,0
00-0026072,NO,2011,8,LA,0.0,0,0.0,0.0,0,3,15.0,0,1.5,4.5,0.0,0
00-0026072,NO,2011,9,TB,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0026072,NO,2011,10,ATL,0.0,0,0.0,0.0,0,1,12.0,0,1.2,2.2,0.0,0
00-0026072,NO,2011,14,TEN,0.0,0,0.0,0.0,0,2,4.0,0,0.4,2.4,0.0,0
00-0026072,NO,2011,15,MIN,0.0,0,0.0,2.0,0,1,12.0,0,1.4,2.4,0.0,0
00-0026072,NO,2011,17,CAR,0.0,0,0.0,0.0,0,2,3.0,1,6.3,8.3,0.0,0
00-0026123,CLE,2011,1,CIN,0.0,0,0.0,0.0,0,3,35.0,1,9.5,12.5,0.0,0
00-0026123,CLE,2011,2,IND,0.0,0,0.0,0.0,0,1,16.0,1,7.6,8.6,0.0,0
00-0026123,CLE,2011,3,MIA,0.0,0,0.0,0.0,0,2,19.0,0,1.9,3.9,0.0,0
00-0026123,CLE,2011,4,TEN,0.0,0,0.0,0.0,0,1,15.0,0,1.5,2.5,0.0,0
00-0026123,CLE,2011,6,LV,0.0,0,0.0,0.0,0,3,16.0,0,1.6,4.6,0.0,0
00-0026123,CLE,2011,7,SEA,0.0,0,0.0,0.0,0,4,35.0,0,3.5,7.5,0.0,0
00-0026123,CLE,2011,8,SF,0.0,0,0.0,0.0,0,2,17.0,0,1.7,3.7,0.0,0
00-0026123,CLE,2011,9,HOU,0.0,0,0.0,0.0,0,2,11.0,0,1.1,3.1,0.0,0
00-0026123,CLE,2011,12,CIN,0.0,0,0.0,0.0,0,1,3.0,0,0.3,1.3,0.0,0
00-0026123,CLE,2011,13,BAL,0.0,0,0.0,0.0,0,2,28.0,1,8.8,10.8,0.0,0
00-0026123,CLE,2011,14,PIT,0.0,0,0.0,0.0,0,4,55.0,0,5.5,9.5,0.0,0
00-0026123,CLE,2011,16,BAL,0.0,0,0.0,0.0,0,5,35.0,1,9.5,14.5,0.0,0
00-0026123,CLE,2011,17,PIT,0.0,0,0.0,0.0,0,4,39.0,0,3.9,7.9,0.0,0
00-0026143,ATL,2011,1,CHI,319.0,0,1.0,0.0,0,0,0.0,0,8.76,8.76,1.0,0
00-0026143,ATL,2011,2,PHI,195.0,4,2.0,6.0,0,0,0.0,0,20.4,20.4,0.0,0
00-0026143,ATL,2011,3,TB,330.0,1,1.0,12.0,0,0,0.0,0,12.4,12.4,2.0,0
00-0026143,ATL,2011,4,SEA,291.0,1,0.0,26.0,0,0,0.0,0,18.24,18.24,0.0,0
00-0026143,ATL,2011,5,GB,167.0,1,2.0,9.0,0,0,0.0,0,7.58,7.58,0.0,0
00-0026143,ATL,2011,6,CAR,163.0,1,0.0,7.0,1,0,0.0,0,17.22,17.22,0.0,0
00-0026143,ATL,2011,7,DET,218.0,1,2.0,2.0,1,0,0.0,0,14.92,14.92,0.0,0
00-0026143,ATL,2011,9,IND,275.0,3,1.0,0.0,0,0,0.0,0,21.0,21.0,0.0,0
00-0026143,ATL,2011,10,NO,351.0,2,1.0,9.0,0,0,0.0,0,20.94,20.94,0.0,0
00-0026143,ATL,2011,11,TEN,316.0,1,0.0,3.0,0,0,0.0,0,16.94,16.94,0.0,0
00-0026143,ATL,2011,12,MIN,262.0,3,0.0,3.0,0,0,0.0,0,22.78,22.78,0.0,0
00-0026143,ATL,2011,13,HOU,267.0,1,2.0,10.0,0,0,0.0,0,11.68,11.68,0.0,0
00-0026143,ATL,2011,14,CAR,320.0,4,0.0,0.0,0,0,0.0,0,28.8,28.8,0.0,0
00-0026143,ATL,2011,15,JAX,224.0,3,0.0,0.0,0,0,0.0,0,20.96,20.96,0.0,0
00-0026143,ATL,2011,16,NO,373.0,1,0.0,-3.0,0,0,0.0,0,18.62,18.62,0.0,0
00-0026143,ATL,2011,17,TB,106.0,2,0.0,0.0,0,0,0.0,0,12.24,12.24,0.0,0
00-0026144,LV,2011,1,DEN,0.0,0,0.0,150.0,0,1,6.0,0,15.6,16.6,0.0,0
00-0026144,LV,2011,2,BUF,0.0,0,0.0,72.0,1,7,71.0,1,24.3,31.3,1.0,0
00-0026144,LV,2011,3,NYJ,0.0,0,0.0,171.0,2,3,7.0,0,29.8,32.8,0.0,0
00-0026144,LV,2011,4,NE,0.0,0,0.0,75.0,0,4,48.0,0,12.3,16.3,0.0,0
00-0026144,LV,2011,5,HOU,0.0,0,0.0,51.0,0,2,17.0,0,6.8,8.8,0.0,0
00-0026144,LV,2011,6,CLE,0.0,0,0.0,91.0,1,1,2.0,0,15.3,16.3,0.0,0
00-0026144,LV,2011,7,KC,0.0,0,0.0,4.0,0,1,3.0,0,0.7,1.7,0.0,0
00-0026153,CAR,2011,1,ARI,0.0,0,0.0,26.0,0,2,14.0,0,4.0,6.0,0.0,0
00-0026153,CAR,2011,2,GB,0.0,0,0.0,5.0,0,8,100.0,0,10.5,18.5,0.0,0
00-0026153,CAR,2011,3,JAX,0.0,0,0.0,59.0,0,3,26.0,0,8.5,11.5,0.0,0
00-0026153,CAR,2011,4,CHI,0.0,0,0.0,52.0,0,4,33.0,0,8.5,12.5,0.0,0
00-0026153,CAR,2011,5,NO,0.0,0,0.0,20.0,0,1,13.0,0,3.3,4.3,0.0,0
00-0026153,CAR,2011,6,ATL,0.0,0,0.0,48.0,1,3,24.0,0,13.2,16.2,0.0,0
00-0026153,CAR,2011,7,WAS,0.0,0,0.0,68.0,1,0,0.0,0,12.8,12.8,0.0,0
00-0026153,CAR,2011,8,MIN,0.0,0,0.0,49.0,0,2,10.0,0,5.9,7.9,0.0,0
00-0026153,CAR,2011,10,TEN,0.0,0,0.0,23.0,0,4,22.0,0,4.5,8.5,0.0,0
00-0026153,CAR,2011,11,DET,0.0,0,0.0,22.0,0,6,87.0,0,10.9,16.9,0.0,0
00-0026153,CAR,2011,12,IND,0.0,0,0.0,70.0,0,3,12.0,0,8.2,11.2,0.0,0
00-0026153,CAR,2011,13,TB,0.0,0,0.0,80.0,1,2,19.0,0,15.9,17.9,0.0,0
00-0026153,CAR,2011,14,ATL,0.0,0,0.0,29.0,0,4,27.0,0,5.6,9.6,0.0,0
00-0026153,CAR,2011,15,HOU,0.0,0,0.0,43.0,0,2,8.0,0,5.1,7.1,0.0,0
00-0026153,CAR,2011,16,TB,0.0,0,0.0,88.0,0,1,11.0,1,15.9,16.9,0.0,0
00-0026153,CAR,2011,17,NO,0.0,0,0.0,79.0,1,2,7.0,0,14.6,16.6,0.0,0
00-0026158,BAL,2011,1,PIT,224.0,3,0.0,0.0,0,0,0.0,0,20.96,20.96,0.0,0
00-0026158,BAL,2011,2,TEN,197.0,1,2.0,0.0,0,0,0.0,0,7.88,7.88,0.0,0
00-0026158,BAL,2011,3,LA,389.0,3,0.0,27.0,0,0,0.0,0,28.26,28.26,1.0,0
00-0026158,BAL,2011,4,NYJ,163.0,0,1.0,-3.0,0,0,0.0,0,2.22,2.22,1.0,0
00-0026158,BAL,2011,6,HOU,305.0,0,1.0,-1.0,1,0,0.0,0,14.1,14.1,1.0,0
00-0026158,BAL,2011,7,JAX,137.0,1,1.0,0.0,0,1,-8.0,0,6.68,7.68,0.0,0
00-0026158,BAL,2011,8,ARI,336.0,0,1.0,15.0,0,0,0.0,0,10.94,10.94,1.0,0
00-0026158,BAL,2011,9,PIT,300.0,1,0.0,0.0,0,0,0.0,0,14.0,14.0,1.0,0
00-0026158,BAL,2011,10,SEA,255.0,1,1.0,8.0,0,0,0.0,0,13.0,13.0,0.0,0
00-0026158,BAL,2011,11,CIN,270.0,2,1.0,-2.0,0,0,0.0,0,16.6,16.6,0.0,0
00-0026158,BAL,2011,12,SF,161.0,1,0.0,2.0,0,0,0.0,0,10.64,10.64,0.0,0
00-0026158,BAL,2011,13,CLE,158.0,0,0.0,-1.0,0,0,0.0,0,4.22,4.22,1.0,0
00-0026158,BAL,2011,14,IND,227.0,2,1.0,0.0,0,0,0.0,0,15.08,15.08,0.0,0
00-0026158,BAL,2011,15,LAC,226.0,2,2.0,12.0,0,0,0.0,0,14.24,14.24,0.0,0
00-0026158,BAL,2011,16,CLE,132.0,2,1.0,30.0,0,0,0.0,0,14.28,14.28,0.0,0
00-0026158,BAL,2011,17,CIN,130.0,1,0.0,1.0,0,0,0.0,0,9.3,9.3,0.0,0
00-0026162,DAL,2011,1,NYJ,0.0,0,0.0,44.0,1,3,22.0,0,10.6,13.6,1.0,0
00-0026162,DAL,2011,2,SF,0.0,0,0.0,25.0,0,1,5.0,0,3.0,4.0,0.0,0
00-0026162,DAL,2011,3,WAS,0.0,0,0.0,115.0,0,3,40.0,0,15.5,18.5,0.0,0
00-0026162,DAL,2011,4,DET,0.0,0,0.0,57.0,0,5,19.0,0,7.6,12.6,0.0,0
00-0026162,DAL,2011,6,NE,0.0,0,0.0,12.0,0,2,19.0,0,3.1,5.1,0.0,0
00-0026162,DAL,2011,11,WAS,0.0,0,0.0,18.0,0,1,4.0,0,2.2,3.2,0.0,0
00-0026162,DAL,2011,12,MIA,0.0,0,0.0,0.0,0,1,4.0,0,0.4,1.4,0.0,0
00-0026162,DAL,2011,13,ARI,0.0,0,0.0,36.0,0,1,7.0,0,4.3,5.3,0.0,0
00-0026162,DAL,2011,14,NYG,0.0,0,0.0,106.0,0,6,31.0,0,11.7,17.7,1.0,0
00-0026162,DAL,2011,15,TB,0.0,0,0.0,108.0,0,3,23.0,0,13.1,16.1,0.0,0
00-0026162,DAL,2011,16,PHI,0.0,0,0.0,24.0,0,0,0.0,0,2.4,2.4,0.0,0
00-0026162,DAL,2011,17,NYG,0.0,0,0.0,30.0,0,7,47.0,0,7.7,14.7,0.0,0
00-0026163,PIT,2011,1,BAL,0.0,0,0.0,45.0,0,0,0.0,0,2.5,2.5,1.0,0
00-0026163,PIT,2011,2,SEA,0.0,0,0.0,66.0,1,2,12.0,0,13.8,15.8,0.0,0
00-0026163,PIT,2011,3,IND,0.0,0,0.0,37.0,0,3,9.0,0,4.6,7.6,0.0,0
00-0026163,PIT,2011,4,HOU,0.0,0,0.0,25.0,1,0,0.0,0,8.5,8.5,0.0,0
00-0026163,PIT,2011,6,JAX,0.0,0,0.0,146.0,1,0,0.0,0,20.6,20.6,0.0,0
00-0026163,PIT,2011,7,ARI,0.0,0,0.0,32.0,0,1,5.0,0,3.7,4.7,0.0,0
00-0026163,PIT,2011,8,NE,0.0,0,0.0,70.0,0,3,22.0,0,9.2,12.2,0.0,0
00-0026163,PIT,2011,9,BAL,0.0,0,0.0,52.0,1,1,3.0,0,11.5,12.5,0.0,0
00-0026163,PIT,2011,10,CIN,0.0,0,0.0,44.0,2,1,26.0,0,19.0,20.0,0.0,0
00-0026163,PIT,2011,12,KC,0.0,0,0.0,57.0,0,2,10.0,0,6.7,8.7,0.0,0
00-0026163,PIT,2011,13,CIN,0.0,0,0.0,60.0,2,0,0.0,0,18.0,18.0,0.0,0
00-0026163,PIT,2011,14,CLE,0.0,0,0.0,76.0,0,0,0.0,0,7.6,7.6,0.0,0
00-0026163,PIT,2011,15,SF,0.0,0,0.0,64.0,0,3,25.0,0,8.9,11.9,0.0,0
00-0026163,PIT,2011,16,LA,0.0,0,0.0,116.0,1,1,35.0,0,21.1,22.1,0.0,0
00-0026163,PIT,2011,17,CLE,0.0,0,0.0,38.0,0,1,7.0,0,4.5,5.5,0.0,0
00-0026164,TEN,2011,1,JAX,0.0,0,0.0,24.0,0,6,25.0,0,4.9,10.9,0.0,0
00-0026164,TEN,2011,2,BAL,0.0,0,0.0,53.0,0,3,12.0,0,6.5,9.5,0.0,0
00-0026164,TEN,2011,3,DEN,0.0,0,0.0,21.0,0,4,54.0,0,7.5,11.5,0.0,0
00-0026164,TEN,2011,4,CLE,0.0,0,0.0,101.0,0,2,11.0,0,11.2,13.2,0.0,0
00-0026164,TEN,2011,5,PIT,0.0,0,0.0,51.0,1,3,14.0,0,12.5,15.5,0.0,0
00-0026164,TEN,2011,7,HOU,0.0,0,0.0,18.0,0,6,27.0,0,4.5,10.5,0.0,0
00-0026164,TEN,2011,8,IND,0.0,0,0.0,34.0,0,3,17.0,0,5.1,8.1,0.0,0
00-0026164,TEN,2011,9,CIN,0.0,0,0.0,64.0,0,4,46.0,0,11.0,15.0,0.0,0
00-0026164,TEN,2011,10,CAR,0.0,0,0.0,130.0,1,4,44.0,0,23.4,27.4,0.0,0
00-0026164,TEN,2011,11,ATL,0.0,0,0.0,13.0,0,3,15.0,0,2.8,5.8,0.0,0
00-0026164,TEN,2011,12,TB,0.0,0,0.0,190.0,0,1,3.0,0,17.3,18.3,1.0,0
00-0026164,TEN,2011,13,BUF,0.0,0,0.0,153.0,2,1,4.0,0,27.7,28.7,0.0,0
00-0026164,TEN,2011,14,NO,0.0,0,0.0,23.0,0,5,43.0,0,6.6,11.6,0.0,0
00-0026164,TEN,2011,15,IND,0.0,0,0.0,55.0,0,8,54.0,0,10.9,18.9,0.0,0
00-0026164,TEN,2011,16,JAX,0.0,0,0.0,56.0,0,0,0.0,0,5.6,5.6,0.0,0
00-0026164,TEN,2011,17,HOU,0.0,0,0.0,61.0,0,4,49.0,0,11.0,15.0,0.0,0
00-0026170,NYJ,2011,1,DAL,0.0,0,0.0,0.0,0,5,61.0,1,12.1,17.1,0.0,0
00-0026170,NYJ,2011,2,JAX,0.0,0,0.0,0.0,0,6,101.0,1,16.1,22.1,0.0,0
00-0026170,NYJ,2011,3,LV,0.0,0,0.0,0.0,0,5,87.0,0,8.7,13.7,0.0,0
00-0026170,NYJ,2011,4,BAL,0.0,0,0.0,0.0,0,2,12.0,0,1.2,3.2,0.0,0
00-0026170,NYJ,2011,5,NE,0.0,0,0.0,0.0,0,1,7.0,0,0.7,1.7,0.0,0
00-0026170,NYJ,2011,6,MIA,0.0,0,0.0,0.0,0,2,51.0,0,5.1,7.1,0.0,0
00-0026170,NYJ,2011,7,LAC,0.0,0,0.0,0.0,0,4,53.0,0,3.3,7.3,1.0,0
00-0026170,NYJ,2011,9,BUF,0.0,0,0.0,0.0,0,4,64.0,0,6.4,10.4,0.0,0
00-0026170,NYJ,2011,10,NE,0.0,0,0.0,0.0,0,2,37.0,0,3.7,5.7,0.0,0
00-0026170,NYJ,2011,11,DEN,0.0,0,0.0,0.0,0,5,40.0,0,4.0,9.0,0.0,0
00-0026170,NYJ,2011,12,BUF,0.0,0,0.0,0.0,0,4,61.0,2,18.1,22.1,0.0,0
00-0026170,NYJ,2011,13,WAS,0.0,0,0.0,0.0,0,3,12.0,0,1.2,4.2,0.0,0
00-0026170,NYJ,2011,14,KC,0.0,0,0.0,0.0,0,4,34.0,0,3.4,7.4,0.0,0
00-0026170,NYJ,2011,15,PHI,0.0,0,0.0,0.0,0,3,73.0,0,7.3,10.3,0.0,0
00-0026170,NYJ,2011,16,NYG,0.0,0,0.0,0.0,0,8,77.0,0,7.7,15.7,0.0,0
00-0026170,NYJ,2011,17,MIA,0.0,0,0.0,0.0,0,7,45.0,1,10.5,17.5,0.0,0
00-0026173,TEN,2011,7,HOU,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0026173,TEN,2011,9,CIN,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0026173,TEN,2011,10,CAR,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0026173,TEN,2011,17,HOU,0.0,0,0.0,0.0,0,3,45.0,1,10.5,13.5,0.0,0
00-0026174,NYG,2011,12,NO,0.0,0,0.0,0.0,0,1,12.0,0,1.2,2.2,0.0,0
00-0026174,NYG,2011,16,NYJ,0.0,0,0.0,0.0,0,1,11.0,0,1.1,2.1,0.0,0
00-0026174,NYG,2011,17,DAL,0.0,0,0.0,0.0,0,1,14.0,0,1.4,2.4,0.0,0
00-0026176,GB,2011,1,NO,0.0,0,0.0,0.0,0,6,77.0,1,13.7,19.7,0.0,0
00-0026176,GB,2011,2,CAR,0.0,0,0.0,0.0,0,1,84.0,1,14.4,15.4,0.0,0
00-0026176,GB,2011,3,CHI,0.0,0,0.0,0.0,0,3,40.0,0,4.0,7.0,0.0,0
00-0026176,GB,2011,4,DEN,0.0,0,0.0,0.0,0,5,91.0,1,15.1,20.1,0.0,0
00-0026176,GB,2011,5,ATL,0.0,0,0.0,0.0,0,3,17.0,0,1.7,4.7,0.0,0
00-0026176,GB,2011,6,LA,0.0,0,0.0,0.0,0,2,104.0,1,16.4,18.4,0.0,0
